,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn
10,10,10,10,10,2021年10月14日09时33分20秒,1.00379478931427,0.7344840168952942,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.921409606933594,14.334067344665527,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.655895233154297,17.62761688232422,17.186925888061523,16.89313316345215,16.452442169189453,19.83106803894043,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.7344840168952942,1.728197686812457,0.1010650023818016,16.746234893798828,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,0.45905202627182,1.0801224147572237,0.0292533467359402,0.2937936782836914,0.0001840000040829,0.0001840000040829,1.3591192173641606,1.456589465128087,1.4481531047394314,1.255785085469068
11,11,11,11,11,2021年10月14日09时33分40秒,1.0527604818344116,0.0,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.59933853149414,18.655895233154297,17.62761688232422,17.186925888061523,16.89313316345215,16.452442169189453,19.24348258972168,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.0,0.0,0.1010650023818016,16.746234893798828,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,-0.7344840168952942,-1.728197686812457,0.0014401674270629,0.0,0.0001840000040829,0.0001840000040829,1.2555918633055985,1.2695732938632966,1.2555918633055985,1.255785085469068
12,12,12,12,12,2021年10月14日09时34分00秒,1.126208782196045,0.0,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.33382225036621,14.334067344665527,14.850502014160156,0.0001840000040829,0.0001840000040829,16.59933853149414,18.655895233154297,17.62761688232422,17.186925888061523,16.746234893798828,16.452442169189453,19.83106803894043,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0331237877116483,0.0,0.0,0.1010650023818016,16.746234893798828,17.33382225036621,16.452442169189453,16.893132209777832,0.0,0.204425,0.0,0.0,0.0021602441282833,-0.2937936782836914,0.0001840000040829,0.0001840000040829,1.255849495214175,1.2710989644346238,1.255849495214175,1.2559139066960272
13,13,13,13,13,2021年10月14日09时34分20秒,1.00379478931427,0.0,-9999,-9999,0.204425,16.746234893798828,0.1002815514802932,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.24348258972168,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1002815514802932,16.746234893798828,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,0.0,0.0,-0.0036004115553463,0.2937936782836914,0.0001840000040829,0.0001840000040829,1.2555918633055985,1.2695732938632966,1.2555918633055985,1.255785085469068
14,14,14,14,14,2021年10月14日09时34分40秒,1.00379478931427,0.7344840168952942,-9999,-9999,0.204425,16.452442169189453,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.949687957763672,17.62761688232422,17.186925888061523,16.452442169189453,16.59933853149414,19.83106803894043,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.7344840168952942,1.728197686812457,0.1010650023818016,16.452442169189453,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,0.7344840168952942,1.728197686812457,0.0,0.0,0.0001840000040829,0.0001840000040829,1.3591192173641606,1.456589465128087,1.4481531047394314,1.2559139062778562
15,15,15,15,15,2021年10月14日09时35分00秒,1.00379478931427,0.0,-9999,-9999,0.204425,16.158649444580078,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.655895233154297,17.62761688232422,17.4807186126709,16.746234893798828,16.452442169189453,19.24348258972168,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1010650023818016,16.158649444580078,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,-0.7344840168952942,-1.728197686812457,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2555918633055985,1.2695732938632966,1.2555918633055985,1.2560427323622771
16,16,16,16,16,2021年10月14日09时35分20秒,0.9793120622634888,2.203452110290528,-9999,-9999,0.204425,16.452442169189453,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,17.186925888061523,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0288032959489261,2.203452110290528,5.184593200683595,0.1010650023818016,16.452442169189453,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,2.203452110290528,5.184593200683595,-0.0007200802073759,0.0,0.0001840000040829,0.0001840000040829,1.4349090212288185,1.559353842075862,1.5193521943414905,1.2559139062778562
17,17,17,17,17,2021年10月14日09时35分40秒,1.126208782196045,0.0,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.62761688232422,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,17.186925888061523,18.655895233154297,17.33382225036621,17.186925888061523,17.186925888061523,16.59933853149414,19.83106803894043,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0331237877116483,0.0,0.0,0.1010650023818016,16.746234893798828,17.62761688232422,16.452442169189453,17.040029525756836,0.0,0.204425,-2.203452110290528,-5.184593200683595,0.0043204917627222,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2557206762059108,1.2703361266727449,1.2557206762059108,1.255849495214175
18,18,18,18,18,2021年10月14日09时36分00秒,1.0527604818344116,0.0,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.62761688232422,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.53727531433105,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.0,0.0,0.1010650023818016,16.746234893798828,17.62761688232422,16.452442169189453,17.040029525756836,0.0,0.204425,0.0,0.0,-0.0021602441282833,0.0,0.0001840000040829,0.0001840000040829,1.2557206762059108,1.2703361266727449,1.2557206762059108,1.255849495214175
19,19,19,19,19,2021年10月14日09时36分20秒,1.1017260551452637,0.0,-9999,-9999,0.204425,16.452442169189453,0.1010650023818016,16.452442169189453,17.62761688232422,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.949687957763672,17.62761688232422,17.186925888061523,16.89313316345215,16.452442169189453,19.53727531433105,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0324037075042724,0.0,0.0,0.1010650023818016,16.452442169189453,17.62761688232422,16.452442169189453,17.040029525756836,0.0,0.204425,0.0,0.0,0.0014401639209074,0.0,0.0001840000040829,0.0001840000040829,1.2557206762059108,1.2703361266727449,1.2557206762059108,1.2559783186604454
20,20,20,20,20,2021年10月14日09时36分40秒,1.0527604818344116,0.7344840168952942,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.59933853149414,17.921409606933594,14.334067344665527,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.655895233154297,17.62761688232422,17.186925888061523,16.89313316345215,16.59933853149414,19.53727531433105,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.7344840168952942,1.728197686812457,0.1010650023818016,16.746234893798828,17.921409606933594,16.59933853149414,17.260374069213867,0.0,0.204425,0.7344840168952942,1.728197686812457,-0.0014401639209074,0.2203445434570312,0.0001840000040829,0.0001840000040829,1.3584951085449528,1.4550555357050687,1.4474511836385398,1.2557528810908756
21,21,21,21,21,2021年10月14日09时37分00秒,1.00379478931427,2.203452110290528,-9999,-9999,0.204425,16.158649444580078,0.1010650023818016,16.452442169189453,17.62761688232422,14.334067344665527,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.949687957763672,17.33382225036621,17.4807186126709,16.89313316345215,16.59933853149414,19.24348258972168,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,2.203452110290528,5.184593200683595,0.1010650023818016,16.158649444580078,17.62761688232422,16.452442169189453,17.040029525756836,0.0,0.204425,1.4689680933952336,3.4563955138711377,-0.0014401674270629,-0.2203445434570312,0.0001840000040829,0.0001840000040829,1.4363495298874698,1.5627257597551303,1.5208335435299405,1.2561071473836858
22,22,22,22,22,2021年10月14日09时37分20秒,1.0527604818344116,0.7344840168952942,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,16.89313316345215,18.949687957763672,17.62761688232422,17.4807186126709,16.89313316345215,16.59933853149414,19.83106803894043,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.030963543583365,0.7344840168952942,1.728197686812457,0.1010650023818016,16.746234893798828,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,-1.4689680933952336,-3.4563955138711377,0.0014401674270629,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.3591192173641606,1.456589465128087,1.4481531047394314,1.255785085469068
23,23,23,23,23,2021年10月14日09时37分40秒,1.00379478931427,0.0,-9999,-9999,0.204425,16.452442169189453,0.1010650023818016,16.452442169189453,17.921409606933594,14.334067344665527,14.850502014160156,0.0001840000040829,0.0001840000040829,16.59933853149414,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.53727531433105,17.62761688232422,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,0.0,0.0,0.1010650023818016,16.452442169189453,17.921409606933594,16.452442169189453,17.186925888061523,0.0,0.204425,-0.7344840168952942,-1.728197686812457,-0.0014401674270629,0.0,0.0001840000040829,0.0001840000040829,1.2555918633055985,1.2695732938632966,1.2555918633055985,1.2559139062778562
24,24,24,24,24,2021年10月14日09时38分00秒,1.00379478931427,3.672420263290405,-9999,-9999,0.204425,16.746234893798828,0.1010650023818016,16.452442169189453,17.62761688232422,14.372322082519531,14.850502014160156,0.0001840000040829,0.0001840000040829,17.186925888061523,18.949687957763672,17.62761688232422,17.4807186126709,16.746234893798828,16.59933853149414,19.97796440124512,17.774513244628906,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.029523376156302,3.672420263290405,8.640988854800952,0.1010650023818016,16.746234893798828,17.62761688232422,16.452442169189453,17.040029525756836,0.0,0.204425,3.672420263290405,8.640988854800952,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.4763632598758492,1.6138321758721845,1.5549059231791773,1.255849495214175
