,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn,T_out_star,V_static_star,dV_static_star,dV_dynamic_star,dTout_WL,V_star
1384,1384,1384,1384,1384,1384,1384,1384,2021年10月29日17时41分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1629575341939926,33.63936996459961,32.46419143676758,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.701431274414062,24.0910758972168,23.797283172607425,20.859346389770508,20.71245002746582,20.12486267089844,92.69188690185548,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.71245002746582,32.46419143676758,33.63936996459961,33.051780700683594,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2547957714612872,1.2066451106151732,1.293324544959418,1.2471017100837756,33.051780700683594,1.2471017100837756,-3.2117783999030536e-05,3.2117783999030536e-05,-0.0517119498148659,0.0002700294203617
1385,1385,1385,1385,1385,1385,1385,1385,2021年10月29日17时41分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1629575341939926,33.63936996459961,32.46419143676758,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.407638549804688,24.0910758972168,23.797283172607425,20.565553665161133,20.71245002746582,19.83106803894043,92.39808654785156,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.71245002746582,32.46419143676758,33.63936996459961,33.051780700683594,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2547957714612872,1.2066451106151732,1.293324544959418,1.2471017100837756,33.051780700683594,1.2471017100837756,0.0,0.0,0.0418894815159731,0.0002700294203617
1386,1386,1386,1386,1386,1386,1386,1386,2021年10月29日17时42分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1633492559194564,33.933162689208984,32.46419143676758,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,30.2607421875,24.0910758972168,23.94417762756348,20.859346389770508,20.71245002746582,20.12486267089844,92.25119018554688,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1633492559194564,20.12486267089844,32.46419143676758,33.933162689208984,33.19867706298828,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2545142263123386,1.2056586921900547,1.2927297103464277,1.2472944189449706,33.051780700683594,1.2473586575048303,0.000128473710527377,-0.000128473710527377,0.0812920737909195,0.0002700294203617
1387,1387,1387,1387,1387,1387,1387,1387,2021年10月29日17时42分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.701431274414062,23.797283172607425,23.797283172607425,20.859346389770508,20.71245002746582,20.12486267089844,92.39808654785156,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.71245002746582,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,-0.4406890869140625,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2472301808266535,33.19867706298828,1.247037476624505,-3.211672963532308e-05,3.211672963532308e-05,-0.2379028647382668,0.0002700294203617
1388,1388,1388,1388,1388,1388,1388,1388,2021年10月29日17时42分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1633492559194564,33.933162689208984,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.407638549804688,23.797283172607425,23.797283172607425,20.565553665161133,20.71245002746582,19.83106803894043,92.25119018554688,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1633492559194564,20.12486267089844,31.876605987548828,33.933162689208984,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2474228973406143,32.75798797607422,1.2474871384526356,6.424047390263254e-05,-6.424047390263254e-05,0.0459881054339419,0.0002700294203617
1389,1389,1389,1389,1389,1389,1389,1389,2021年10月29日17时43分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1633492559194564,33.933162689208984,32.46419143676758,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.407638549804688,24.0910758972168,23.797283172607425,20.859346389770508,20.71245002746582,20.12486267089844,92.25119018554688,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1633492559194564,20.71245002746582,32.46419143676758,33.933162689208984,33.19867706298828,0.0,0.204425,0.0,0.0,0.0,0.293792724609375,0.0001840000040829,0.0001840000040829,1.2545142263123386,1.2056586921900547,1.2927297103464277,1.247037476624505,32.904884338378906,1.247165944817721,6.423409660794022e-05,-6.423409660794022e-05,0.1113673024653678,0.0002700294203617
1390,1390,1390,1390,1390,1390,1390,1390,2021年10月29日17时43分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1633492559194564,33.933162689208984,32.46419143676758,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.2607421875,24.0910758972168,23.94417762756348,20.859346389770508,20.859346389770508,20.12486267089844,92.25119018554688,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1633492559194564,20.12486267089844,32.46419143676758,33.933162689208984,33.19867706298828,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2545142263123386,1.2056586921900547,1.2927297103464277,1.2472944189449706,33.19867706298828,1.2472944189449706,-9.635975383237572e-05,9.635975383237572e-05,0.0082881871295512,0.0002700294203617
1391,1391,1391,1391,1391,1391,1391,1391,2021年10月29日17时43分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.933162689208984,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.565553665161133,20.859346389770508,20.12486267089844,92.25119018554688,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,32.1703987121582,33.933162689208984,33.051780700683594,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2547957714612872,1.2066451106151732,1.293324544959418,1.2473586575048303,33.19867706298828,1.2472944189449706,6.423706362479464e-05,-6.423706362479464e-05,-0.0219764832841278,0.0002700294203617
1392,1392,1392,1392,1392,1392,1392,1392,2021年10月29日17时44分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1629575341939926,33.933162689208984,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.407638549804688,23.797283172607425,23.797283172607425,20.859346389770508,20.859346389770508,19.83106803894043,91.9573974609375,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.71245002746582,31.876605987548828,33.933162689208984,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.247165944817721,33.051780700683594,1.2471017100837756,-9.635443059763382e-05,9.635443059763382e-05,-0.1411090589525159,0.0002700294203617
1393,1393,1393,1393,1393,1393,1393,1393,2021年10月29日17时44分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.933162689208984,32.46419143676758,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,30.2607421875,23.797283172607425,23.94417762756348,20.859346389770508,21.15314102172852,19.83106803894043,92.25119018554688,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,32.46419143676758,33.933162689208984,33.19867706298828,0.0,0.204425,0.0,0.0,0.0,0.293792724609375,0.0001840000040829,0.0001840000040829,1.2545142263123386,1.2056586921900547,1.2927297103464277,1.2471659456517734,32.904884338378906,1.2472944189449706,0.0,0.0,0.2593805336361114,0.0002700294203617
1394,1394,1394,1394,1394,1394,1394,1394,2021年10月29日17时44分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.933162689208984,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.2607421875,23.797283172607425,23.94417762756348,20.859346389770508,20.71245002746582,20.12486267089844,91.66360473632812,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,31.876605987548828,33.933162689208984,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,-0.293792724609375,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2472944189449706,33.19867706298828,1.2471659456517734,3.2117783999030536e-05,-3.2117783999030536e-05,-0.1993514694194615,0.0002700294203617
1395,1395,1395,1395,1395,1395,1395,1395,2021年10月29日17时45分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.71245002746582,0.1629575341939926,33.933162689208984,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.565553665161133,20.71245002746582,20.12486267089844,92.25119018554688,21.7407283782959,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.71245002746582,32.1703987121582,33.933162689208984,33.051780700683594,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2547957714612872,1.2066451106151732,1.293324544959418,1.2471017100837756,32.904884338378906,1.247165944817721,-6.423706362479464e-05,6.423706362479464e-05,0.0553757367011655,0.0002700294203617
1396,1396,1396,1396,1396,1396,1396,1396,2021年10月29日17时45分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,31.72970962524414,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.2607421875,24.0910758972168,23.797283172607425,20.859346389770508,20.859346389770508,19.83106803894043,91.66360473632812,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,31.72970962524414,33.63936996459961,32.684539794921875,0.0,0.204425,0.0,0.0,0.0,-0.3672409057617187,0.0001840000040829,0.0001840000040829,1.255509191400343,1.2091377844295894,1.2948283691389468,1.2473907772632122,33.051780700683594,1.2472301816607223,3.211800447444624e-05,-3.211800447444624e-05,-0.1352588045931355,0.0002700294203617
1397,1397,1397,1397,1397,1397,1397,1397,2021年10月29日17时45分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,30.2607421875,23.797283172607425,23.797283172607425,20.565553665161133,20.859346389770508,19.83106803894043,91.9573974609375,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.2203445434570312,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2472944189449706,32.684539794921875,1.2473907772632122,0.00011241622274549279,-0.00011241622274549279,0.0881239970228477,0.0002700294203617
1398,1398,1398,1398,1398,1398,1398,1398,2021年10月29日17时46分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1633492559194564,33.63936996459961,31.876605987548828,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,30.2607421875,23.797283172607425,23.94417762756348,20.859346389770508,20.859346389770508,19.83106803894043,91.9573974609375,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1633492559194564,20.41865539550781,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2473586575048303,32.904884338378906,1.2472944189449706,3.211864212415705e-05,-3.211864212415705e-05,-0.0941484666357794,0.0002700294203617
1399,1399,1399,1399,1399,1399,1399,1399,2021年10月29日17时46分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,19.83106803894043,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,30.2607421875,23.797283172607425,23.94417762756348,20.565553665161133,20.859346389770508,19.83106803894043,91.66360473632812,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,19.83106803894043,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2476156253408086,32.75798797607422,1.2476156253408086,0.00011242403879840879,-0.00011242403879840879,0.0452145759014683,0.0002700294203617
1400,1400,1400,1400,1400,1400,1400,1400,2021年10月29日17时46分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.859346389770508,21.15314102172852,19.83106803894043,91.66360473632812,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2474228973406143,32.75798797607422,1.2474871384526356,9.635975383237572e-05,-9.635975383237572e-05,0.0136865939263088,0.0002700294203617
1401,1401,1401,1401,1401,1401,1401,1401,2021年10月29日17时47分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.94417762756348,20.565553665161133,20.859346389770508,19.83106803894043,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2474871384526356,32.904884338378906,1.2474228973406143,-9.636400009704893e-05,9.636400009704893e-05,-0.0112822077368477,0.0002700294203617
1402,1402,1402,1402,1402,1402,1402,1402,2021年10月29日17时47分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.41865539550781,20.859346389770508,20.12486267089844,91.51671600341795,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2472944189449706,32.75798797607422,1.2473586575048303,-6.424047390263254e-05,6.424047390263254e-05,0.0164027175880576,0.0002700294203617
1403,1403,1403,1403,1403,1403,1403,1403,2021年10月29日17时47分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.50348854064941,23.797283172607425,20.859346389770508,20.71245002746582,19.83106803894043,91.51671600341795,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2472944189449706,32.904884338378906,1.2472944189449706,-6.4239197822058e-05,6.4239197822058e-05,-0.038200239407125,0.0002700294203617
1404,1404,1404,1404,1404,1404,1404,1404,2021年10月29日17时48分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,31.72970962524414,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.94417762756348,20.565553665161133,20.71245002746582,19.83106803894043,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,31.72970962524414,33.63936996459961,32.684539794921875,0.0,0.204425,0.0,0.0,0.0,-0.2203445434570312,0.0001840000040829,0.0001840000040829,1.255509191400343,1.2091377844295894,1.2948283691389468,1.2475192594873328,32.904884338378906,1.2474228973406143,3.2119917892092786e-05,-3.2119917892092786e-05,-0.0413020452772769,0.0002700294203617
1405,1405,1405,1405,1405,1405,1405,1405,2021年10月29日17时48分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.41865539550781,20.859346389770508,19.83106803894043,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.2203445434570312,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2472944189449706,32.684539794921875,1.2473907772632122,4.817915912092019e-05,-4.817915912092019e-05,0.0261334419044487,0.0002700294203617
1406,1406,1406,1406,1406,1406,1406,1406,2021年10月29日17时48分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.94417762756348,20.565553665161133,21.15314102172852,19.83106803894043,90.92912292480467,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2474228973406143,32.904884338378906,1.2474228973406143,0.0,0.0,-0.0187877170961314,0.0002700294203617
1407,1407,1407,1407,1407,1407,1407,1407,2021年10月29日17时49分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.94417762756348,20.565553665161133,20.859346389770508,19.684171676635746,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2473586575048303,32.904884338378906,1.2472944189449706,-4.817915912092019e-05,4.817915912092019e-05,-0.0261263203925423,0.0002700294203617
1408,1408,1408,1408,1408,1408,1408,1408,2021年10月29日17时49分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,31.72970962524414,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.966949462890625,23.797283172607425,23.797283172607425,20.41865539550781,20.859346389770508,19.83106803894043,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,31.72970962524414,33.63936996459961,32.684539794921875,0.0,0.204425,0.0,0.0,0.0,-0.0734481811523437,0.0001840000040829,0.0001840000040829,1.255509191400343,1.2091377844295894,1.2948283691389468,1.2473907772632122,32.75798797607422,1.2473586575048303,-3.2119917892092786e-05,3.2119917892092786e-05,-0.041418705473724,0.0002700294203617
1409,1409,1409,1409,1409,1409,1409,1409,2021年10月29日17时49分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,29.673154830932617,23.797283172607425,23.797283172607425,20.565553665161133,21.15314102172852,19.684171676635746,91.22291564941406,21.300037384033203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,0.0734481811523437,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2474871384526356,32.684539794921875,1.2475192594873328,0.00011242027118107956,-0.00011242027118107956,0.031468576189674,0.0002700294203617
1410,1410,1410,1410,1410,1410,1410,1410,2021年10月29日17时50分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.673154830932617,23.797283172607425,23.94417762756348,20.565553665161133,21.15314102172852,19.83106803894043,91.22291564941406,21.44693374633789,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2474228973406143,32.75798797607422,1.2474871384526356,6.424047390263254e-05,-6.424047390263254e-05,0.0735124866085925,0.0002700294203617
1411,1411,1411,1411,1411,1411,1411,1411,2021年10月29日17时50分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,31.72970962524414,14.601848602294922,14.946137428283691,0.0001840000040829,0.0001840000040829,29.966949462890625,23.50348854064941,23.797283172607425,20.41865539550781,20.859346389770508,19.83106803894043,90.7822265625,21.300037384033203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,31.72970962524414,33.63936996459961,32.684539794921875,0.0,0.204425,0.0,0.0,0.0,-0.2203445434570312,0.0001840000040829,0.0001840000040829,1.255509191400343,1.2091377844295894,1.2948283691389468,1.2475192594873328,32.904884338378906,1.2474228973406143,-4.8181073359021553e-05,4.8181073359021553e-05,-0.1737511413086139,0.0002700294203617
1412,1412,1412,1412,1412,1412,1412,1412,2021年10月29日17时50分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.12486267089844,0.1629575341939926,33.63936996459961,32.1703987121582,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.526256561279297,23.797283172607425,23.797283172607425,20.565553665161133,21.15314102172852,19.83106803894043,90.92912292480467,21.300037384033203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.12486267089844,32.1703987121582,33.63936996459961,32.904884338378906,0.0,0.204425,0.0,0.0,0.0,0.2203445434570312,0.0001840000040829,0.0001840000040829,1.2550794847704554,1.2076375614952346,1.2939231902560473,1.2474228973406143,32.684539794921875,1.2475192594873328,1.6060517348481795e-05,-1.6060517348481795e-05,0.1261681775094913,0.0002700294203617
1413,1413,1413,1413,1413,1413,1413,1413,2021年10月29日17时51分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,19.83106803894043,0.1629575341939926,33.63936996459961,31.876605987548828,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.673154830932617,23.797283172607425,23.797283172607425,20.41865539550781,20.71245002746582,19.684171676635746,90.92912292480467,21.300037384033203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,19.83106803894043,31.876605987548828,33.63936996459961,32.75798797607422,0.0,0.204425,0.0,0.0,0.0,-0.1468963623046875,0.0001840000040829,0.0001840000040829,1.2553653987952798,1.208636152413068,1.294525676332491,1.2476156253408086,32.904884338378906,1.2475513816753583,6.424216737199728e-05,-6.424216737199728e-05,-0.0743817329901119,0.0002700294203617
1414,1414,1414,1414,1414,1414,1414,1414,2021年10月29日17时51分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,20.41865539550781,0.1629575341939926,33.63936996459961,31.72970962524414,14.601848602294922,14.907883644104004,0.0001840000040829,0.0001840000040829,29.673154830932617,23.50348854064941,23.797283172607425,20.565553665161133,20.71245002746582,19.684171676635746,90.7822265625,21.300037384033203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,20.41865539550781,31.72970962524414,33.63936996459961,32.684539794921875,0.0,0.204425,0.0,0.0,0.0,-0.0734481811523437,0.0001840000040829,0.0001840000040829,1.255509191400343,1.2091377844295894,1.2948283691389468,1.2473907772632122,32.75798797607422,1.2473586575048303,-8.030099125111434e-05,8.030099125111434e-05,-0.0289420993060289,0.0002700294203617
