,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn
10,10,10,10,2021年11月25日09时03分20秒,1.00379478931427,2.203452110290528,0.0,492.1133728027344,0.204425,5.58207893371582,0.1136001944541931,15.424164772033691,11.457950592041016,14.238431930541992,13.43509006500244,0.0001840000040829,0.0001840000040829,6.610355854034424,7.491737365722656,21.59383010864257,6.316562652587891,11.017260551452637,5.288285255432129,15.424164772033691,6.7572526931762695,-79.9926528930664,0.0091810002923011,2.3087282180786133,6.409599304199219,18.04872131347656,0.029523376156302,2.203452110290528,5.184593200683595,0.1136001944541931,5.58207893371582,11.457950592041016,15.424164772033691,13.441057682037354,0.0,0.204425,2.203452110290528,5.184593200683595,-0.0028803313479704,0.0,0.0001840000040829,0.0001840000040829,1.4745358788756249,1.6512995549635703,1.5601476971850046,1.2623294761005308
11,11,11,11,2021年11月25日09时03分40秒,1.0527604818344116,0.0,0.0330032482743263,492.1133728027344,0.204425,5.58207893371582,0.1136001944541931,15.424164772033691,11.751744270324709,14.238431930541992,13.43509006500244,0.0001840000040829,0.0001840000040829,6.610355854034424,7.34484052658081,21.59383010864257,5.8758721351623535,11.017260551452637,5.141388416290283,15.13037109375,7.051046371459961,-79.9926528930664,0.0091810002923011,2.3087282180786133,6.257804870605469,18.04872131347656,0.030963543583365,0.0,0.0,0.1136001944541931,5.58207893371582,11.751744270324709,15.424164772033691,13.5879545211792,0.0,0.204425,-2.203452110290528,-5.184593200683595,0.0014401674270629,0.1468968391418457,0.0001840000040829,0.0001840000040829,1.2587493119370532,1.2882627521715164,1.2587493119370532,1.262264931930589
12,12,12,12,2021年11月25日09时04分00秒,1.0527604818344116,0.7344840168952942,0.0,492.1133728027344,0.204425,5.58207893371582,0.1194760724902153,15.424164772033691,11.751744270324709,12.99516487121582,13.473344802856444,0.0001840000040829,0.0001840000040829,6.7572526931762695,7.34484052658081,21.59383010864257,6.022768974304199,11.017260551452637,5.288285255432129,15.424164772033691,7.051046371459961,-79.9926528930664,0.0091810002923011,2.3087282180786133,6.4854888916015625,18.058513641357425,0.030963543583365,0.7344840168952942,1.728197686812457,0.1194760724902153,5.58207893371582,11.751744270324709,15.424164772033691,13.5879545211792,0.0,0.204425,0.7344840168952942,1.728197686812457,0.0,0.0,0.0001840000040829,0.0001840000040829,1.393664455554218,1.5388497370009344,1.485820761053814,1.262264931930589
13,13,13,13,2021年11月25日09时04分20秒,1.1017260551452637,0.7344840168952942,0.011001082137227,492.1133728027344,0.204425,5.58207893371582,0.1594319939613342,15.424164772033691,11.751744270324709,12.19182300567627,13.970651626586914,0.0001840000040829,0.0001840000040829,6.610355854034424,7.34484052658081,21.300037384033203,5.8758721351623535,11.017260551452637,5.141388416290283,15.424164772033691,7.051046371459961,-79.9926528930664,0.0091810002923011,2.30627989768982,6.4854888916015625,18.04872131347656,0.0324037075042724,0.7344840168952942,1.728197686812457,0.1594319939613342,5.58207893371582,11.751744270324709,15.424164772033691,13.5879545211792,0.0,0.204425,0.0,0.0,0.0014401639209074,0.0,0.0001840000040829,0.0001840000040829,1.393664455554218,1.5388497370009344,1.485820761053814,1.262264931930589
14,14,14,14,2021年11月25日09时04分40秒,1.126208782196045,0.0,0.0550054125487804,492.1133728027344,0.204425,5.58207893371582,0.1931203454732895,14.983474731445312,11.311054229736328,11.522371292114258,15.194791793823242,0.0001840000040829,0.0001840000040829,6.610355854034424,7.34484052658081,21.59383010864257,6.316562652587891,11.017260551452637,5.288285255432129,15.424164772033691,7.051046371459961,-79.9926528930664,0.0091810002923011,2.3087282180786133,6.409599304199219,18.04872131347656,0.0331237877116483,0.0,0.0,0.1931203454732895,5.58207893371582,11.311054229736328,14.983474731445312,13.14726448059082,0.0,0.204425,-0.7344840168952942,-1.728197686812457,0.0007200802073759,-0.4406900405883789,0.0001840000040829,0.0001840000040829,1.2591361572806021,1.290551255552292,1.2591361572806021,1.2624585682902913
15,15,15,15,2021年11月25日09时05分00秒,1.126208782196045,0.0,0.011001082137227,492.1133728027344,0.204425,5.288285255432129,0.0853960141539573,14.68968105316162,11.751744270324709,13.033419609069824,14.276686668395996,0.0001840000040829,0.0001840000040829,6.610355854034424,7.491737365722656,21.300037384033203,5.8758721351623535,10.723466873168944,5.288285255432129,15.57106113433838,6.7572526931762695,-79.9926528930664,0.0091810002923011,2.30627989768982,6.409599304199219,18.058513641357425,0.0331237877116483,0.0,0.0,0.0853960141539573,5.288285255432129,11.751744270324709,14.68968105316162,13.220712661743164,0.0,0.204425,0.0,0.0,0.0,0.0734481811523437,0.0001840000040829,0.0001840000040829,1.259071679858626,1.2901698391475678,1.259071679858626,1.2625553912478775
16,16,16,16,2021年11月25日09时05分20秒,1.00379478931427,0.7344840168952942,0.011001082137227,492.1133728027344,0.204425,5.288285255432129,0.140237495303154,14.39588737487793,11.457950592041016,10.948555946350098,14.391449928283691,0.0001840000040829,0.0001840000040829,6.610355854034424,7.34484052658081,21.300037384033203,6.022768974304199,10.576570510864258,5.288285255432129,15.424164772033691,7.051046371459961,-79.9926528930664,0.0091810002923011,2.30627989768982,6.637290954589844,18.058513641357425,0.029523376156302,0.7344840168952942,1.728197686812457,0.140237495303154,5.288285255432129,11.457950592041016,14.39588737487793,12.926918983459473,0.0,0.204425,0.7344840168952942,1.728197686812457,-0.0036004115553463,-0.2937936782836914,0.0001840000040829,0.0001840000040829,1.4009711860350251,1.5556504417886212,1.4935715896819188,1.262684493125051
17,17,17,17,2021年11月25日09时05分40秒,1.1017260551452637,0.7344840168952942,0.0550054125487804,492.1133728027344,0.204425,5.58207893371582,0.1892030835151672,14.39588737487793,11.751744270324709,10.680774688720703,15.099154472351074,0.0001840000040829,0.0001840000040829,6.610355854034424,7.34484052658081,21.59383010864257,6.316562652587891,11.017260551452637,5.288285255432129,15.57106113433838,7.051046371459961,-79.9926528930664,0.0091810002923011,2.30627989768982,6.637290954589844,18.058513641357425,0.0324037075042724,0.7344840168952942,1.728197686812457,0.1892030835151672,5.58207893371582,11.751744270324709,14.39588737487793,13.073815822601318,0.0,0.204425,0.0,0.0,0.0028803313479704,0.1468968391418457,0.0001840000040829,0.0001840000040829,1.3993179927993928,1.5518654756573032,1.491822570645479,1.2624908423408399
18,18,18,18,2021年11月25日09时06分00秒,1.0527604818344116,0.0,0.0,492.1133728027344,0.204425,5.58207893371582,0.2272003889083862,14.248991012573242,12.192435264587402,9.112344741821287,16.97361946105957,0.0001840000040829,0.0001840000040829,6.316562652587891,7.34484052658081,21.300037384033203,6.316562652587891,10.576570510864258,5.288285255432129,15.57106113433838,7.051046371459961,-79.9926528930664,0.0091810002923011,2.305055618286133,6.637290954589844,18.058513641357425,0.030963543583365,0.0,0.0,0.2272003889083862,5.58207893371582,12.192435264587402,14.248991012573242,13.220713138580322,0.0,0.204425,-0.7344840168952942,-1.728197686812457,-0.0014401639209074,0.1468973159790039,0.0001840000040829,0.0001840000040829,1.2590716794400327,1.2901698366713525,1.2590716794400327,1.2624262945781748
19,19,19,19,2021年11月25日09时06分20秒,1.0527604818344116,0.7344840168952942,0.0330032482743263,492.1133728027344,0.204425,5.288285255432129,0.1331864446401596,13.955196380615234,11.751744270324709,15.137411117553713,12.593494415283203,0.0001840000040829,0.0001840000040829,6.610355854034424,7.491737365722656,21.300037384033203,6.316562652587891,10.576570510864258,5.288285255432129,15.57106113433838,7.051046371459961,-79.9926528930664,0.0091810002923011,2.305055618286133,6.4854888916015625,18.058513641357425,0.030963543583365,0.7344840168952942,1.728197686812457,0.1331864446401596,5.288285255432129,11.751744270324709,13.955196380615234,12.85347032546997,0.0,0.204425,0.7344840168952942,1.728197686812457,0.0,-0.3672428131103515,0.0001840000040829,0.0001840000040829,1.4018042789963605,1.557554272006375,1.494452012145906,1.2627167695458519
20,20,20,20,2021年11月25日09时06分40秒,1.1017260551452637,0.7344840168952942,0.0,492.1133728027344,0.204425,5.58207893371582,0.1758844405412674,13.955196380615234,12.192435264587402,13.090801239013672,12.28745937347412,0.0001840000040829,0.0001840000040829,6.7572526931762695,7.34484052658081,21.300037384033203,6.316562652587891,10.576570510864258,5.288285255432129,15.57106113433838,7.051046371459961,-79.9926528930664,0.0091810002923011,2.302607536315918,6.637290954589844,18.058513641357425,0.0324037075042724,0.7344840168952942,1.728197686812457,0.1758844405412674,5.58207893371582,12.192435264587402,13.955196380615234,13.073815822601318,0.0,0.204425,0.0,0.0,0.0014401639209074,0.2203454971313476,0.0001840000040829,0.0001840000040829,1.3993179927993928,1.5518654756573032,1.491822570645479,1.2624908423408399
21,21,21,21,2021年11月25日09时07分00秒,1.1017260551452637,0.7344840168952942,0.0,492.1133728027344,0.204425,5.58207893371582,0.1892030835151672,13.661402702331545,12.045537948608398,14.410576820373535,12.306586265563965,0.0001840000040829,0.0001840000040829,6.7572526931762695,7.491737365722656,21.300037384033203,6.022768974304199,10.282776832580566,5.288285255432129,15.57106113433838,7.051046371459961,-79.9926528930664,0.0091810002923011,2.305055618286133,6.789077758789063,18.058513641357425,0.0324037075042724,0.7344840168952942,1.728197686812457,0.1892030835151672,5.58207893371582,12.045537948608398,13.661402702331545,12.85347032546997,0.0,0.204425,0.0,0.0,0.0,-0.2203454971313476,0.0001840000040829,0.0001840000040829,1.4018042789963605,1.557554272006375,1.494452012145906,1.262587666313985
22,22,22,22,2021年11月25日09时07分20秒,1.0527604818344116,0.7344840168952942,0.0,492.1133728027344,0.204425,5.58207893371582,0.1876361817121505,13.51450538635254,12.045537948608398,14.410576820373535,12.383094787597656,0.0001840000040829,0.0001840000040829,6.610355854034424,7.491737365722656,21.300037384033203,6.316562652587891,10.723466873168944,5.288285255432129,15.13037109375,7.051046371459961,-79.9926528930664,0.0091810002923011,2.305055618286133,6.8649749755859375,18.058513641357425,0.030963543583365,0.7344840168952942,1.728197686812457,0.1876361817121505,5.58207893371582,12.045537948608398,13.51450538635254,12.780021667480469,0.0,0.204425,0.0,0.0,-0.0014401639209074,-0.0734486579895019,0.0001840000040829,0.0001840000040829,1.4026417508401199,1.5594657505989173,1.4953364327755323,1.2626199417187007
